"Name","Namespace","ParamRaw","Description"
"Squad_CancelProductionQueueItem","Squad","SquadID squad, Integer index","Cancels an item in a production queue.  Index 0 is the currently producing item."
"Squad_CanHold","Squad","SquadID squad","Checks whether a squad can hold any squad"
"Squad_CanInstantReinforceNow","Squad","SquadID squad","Returns true if the squad is available to be reinforced"
"Squad_CanLoadSquad","Squad","SquadID squad, SquadID loadthis, Boolean assumeEmpty, Boolean assumeVisible","Checks whether a squad can load another squad"
"Squad_CanPickupSlotItem","Squad","SquadID pSquad, EntityID pEntity","True if the squad can pickup the entity slot item"
"Squad_CanRecrew","Squad","SquadID pSquad, EntityID pEntity","True if the squad can recrew the entity"
"Squad_CanSeeEntity","Squad","SquadID squad, EntityID entity","Returns true if the distance between a target entity and the source squad is less than it squad's sight distance.  There is no LOS or FOW check."
"Squad_CanSeeSquad","Squad","SquadID squad, SquadID target","Returns true if the distance between a target squad and the source squad is less than it squad's sight distance.  There is no LOS or FOW check."
"Squad_CanTargetEntity","Squad","Squad& squad, Entity& target, Boolean checkFOW","Check if a squad can target and attack a given entity."
"Squad_CanTargetSquad","Squad","Squad& squad, Squad& target, Boolean checkFOW","Check if a squad can target and attack at least one entity in the given target squad."
"Squad_ClearPostureSuggestion","Squad","SquadID squad","Clears any previous posture suggestions made to a squad"
"Squad_ClearStateModelEnumTableTarget","Squad","SquadID squad, String key, Integer tableRowIndex","Clears a TargetHandle value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_ClearStateModelTarget","Squad","SquadID squad, String key","Clears a TargetHandle value in the squad's state model corresponding to the given key."
"Squad_CompleteUpgrade","Squad","SquadID pSquad, ScarUpgradePBG upgradePBG","Instantly adds an upgrade to a given squad"
"Squad_Count","Squad","SquadID squad","Returns the number of units currently in a squad (spawned AND despawned!!)"
"Squad_CreateAndSpawnToward","Squad","ScarSquadPBG sbp, PlayerID player, Integer loadoutCount, Position pos, Position toward","Create a squad, spawn it and assign it to a player."
"Squad_DeSpawn","Squad","SquadID squad","Despawn the entire squad at its current position."
"Squad_Destroy","Squad","SquadID squad","Remove an squad from the world and destroy it."
"Squad_EnableProductionQueue","Squad","SquadID squad, Boolean enable","Sets whether a squad can produce anything (including upgrades)"
"Squad_EnableSurprise","Squad","SquadID squad, Boolean enable","Enables or disables the surprise feature on thie given squad"
"Squad_ExtensionCount","Squad","","Returns total squad extension count."
"Squad_ExtensionEnabled","Squad","SquadID pSquad, ComponentDependencyIndex extID","Returns true if the squad has the specific extension enabled."
"Squad_ExtensionName","Squad","SquadID pSquad, ComponentDependencyIndex extID","Returns a string name of the given extension on the squad."
"Squad_FacePosition","Squad","SquadID squad, Position pos","Set the rotation of all units in a squad to face the position."
"Squad_FaceSquad","Squad","SquadID squad1, SquadID squad2","Get 2 squads to face each other. This function works on spawned squads only."
"Squad_FindCover","Squad","SquadID squad, Position pos, Real coverSearchRadius","Tries to find cover within a certain radius of a position. If no cover is found, it returns the position used for the search."
"Squad_FindCoverCompareCurrent","Squad","SquadID squad, Position pos, Real coverSearchRadius, Real maxPathDistanceFromGoal, Boolean compareToCurrentCover","Tries to find cover within a certain radius of a position, traveling a max distance to get there, and possibly comparing against current position's cover. If no cover is found, it returns the position used for the search."
"Squad_FromID","Squad","Integer id","Get a squad from a mission editor ID."
"Squad_GetActiveUpgrades","Squad","Squad& squad","Returns all active upgrades this squad has."
"Squad_GetAttackTargets","Squad","SquadID squad, SGroupID sgroup","Find the squad member current or forced targets. The sgroup is cleared, and any attack target squads found are added to the sgroup. Entity targets like buildings are ignored."
"Squad_GetBlueprint","Squad","SquadID squad","Returns the squad blueprint of the squad (from the attribute editor)"
"Squad_GetDestination","Squad","SquadID squad","Returns the squad's destination, if it's moving. IMPORTANT: you must only call this function if Squad_HasDestination has returned true."
"Squad_GetFirstEntity","Squad","SquadID squad","Get the first entity (at index 0) in a squad."
"Squad_GetHeading","Squad","SquadID squad","Returns the average heading of the spawned units in the squad. The heading is currently a lua table with three entries (x, y, z)"
"Squad_GetHealth","Squad","SquadID squad","Returns the current health of a squad."
"Squad_GetHealthMax","Squad","SquadID squad","Returns the max health of the squad."
"Squad_GetHealthPercentage","Squad","SquadID squad, Boolean bIncludeBonuses","Returns how much of an original squad's health is left, accounting for deaths (ex: a squad of 3 riflemen would be at 50% health, since they started with 6 members) Note: This is the same percentage that the UI uses."
"Squad_GetHealthPercentageWithShields","Squad","SquadID squad, Boolean includeBonuses","Returns how much of the squad's health is left as a percentage."
"Squad_GetHoldEntity","Squad","SquadID squad","Get which building (entity) is the squad garrisoned"
"Squad_GetHoldSquad","Squad","SquadID squad","Get which vehicle (squad) is the squad garrisoned"
"Squad_GetID","Squad","SquadID squad","Returns an integer containing the unqiue squad ID for this squad."
"Squad_GetInternalAIEncounterPtr","Squad","SquadID squad","returns the Encounter that controls the Squad"
"Squad_GetInvulnerableEntityCount","Squad","SquadID squad","Returns the number of invulnerable member"
"Squad_GetInvulnerableMinCap","Squad","SquadID squad","Returns squad health min cap or the highest invulnerable min cap percentage from members of the squad."
"Squad_GetLastAttacker","Squad","SquadID squad, SGroupID sgroup","Find the last squad attacker on this squad. If found, the squad is added to the sgroup"
"Squad_GetLastAttackers","Squad","SquadID squad, SGroupID group, Real timeSeconds","Find the squad attackers on this squad from the last seconds specified. The sgroup is cleared, then any squads found are added to the sgroup. Building attackers are ignored."
"Squad_GetLastEntityAttacker","Squad","SquadID squad, EGroupID egroup","Find the last entity attacker on this squad. If found, the entity added to egroup"
"Squad_GetMax","Squad","SquadID squad","Returns the max number of units allowed in the squad"
"Squad_GetMaxEntityDropOffDistance","Squad","SquadID targetSquad","Returns the sum of all entities in a squad's resourceDropOffDistance state model value if it exists and the entities have a state model ext.  Otherwise it will return 0.0f"
"Squad_GetMinArmor","Squad","SquadID squad","Returns the current minimum armor of a squad."
"Squad_GetNumSlotItem","Squad","SquadID squad, ScarSlotItemPBG pbg","Get the number of slot items with the same ID that the squad has"
"Squad_GetPlayerOwner","Squad","SquadID squad","Returns the Player owner of the given squad. Squad MUST NOT be owned by the world."
"Squad_GetPosition","Squad","SquadID squad","Returns the average position of the spawned units in the squad. The position is currently a lua table with three entries (x, y, z)"
"Squad_GetPositionDeSpawned","Squad","SquadID squad","Returns the average position of the despawned AND spawned units in the squad."
"Squad_GetProductionQueueItem","Squad","SquadID squad, Integer index","Returns the blueprint for a production queue item with index."
"Squad_GetProductionQueueItemType","Squad","SquadID squad, Integer index","Returns the production type (PITEM_Upgrade, PITEM_Spawn, PITEM_SquadUpgrade, PITEM_SquadReinforce, PITEM_PlayerUpgrade) for a production queue item with index."
"Squad_GetProductionQueueSize","Squad","SquadID squad","Returns the number of items in the squad's production queue."
"Squad_GetRace","Squad","SquadID squad","Returns the race property bag group for the given squad"
"Squad_GetShieldPercentage","Squad","SquadID squad","Returns how much of the squad's shield is left as a percentage."
"Squad_GetSlotItemAt","Squad","SquadID squad, Integer index","Returns the ID of the slot item. Use Squad_GetSlotItemCount to determine how many slot items the squad has. The first index is 1"
"Squad_GetSlotItemCount","Squad","SquadID squad","Returns how many slot items this squad has"
"Squad_GetSquadDoingDisableOnSquad","Squad","SquadID pSquad","returns the Squad that sent the passed squad in a disable state"
"Squad_GetSquadsHeld","Squad","SquadID squad, SGroupID sgroup","Clear the sgroup, then add all squads held by 'squad' to it"
"Squad_GetStateModelBool","Squad","SquadID squad, String key","Returns a boolean value from the squad's state model corresponding to the given key."
"Squad_GetStateModelEntityTarget","Squad","SquadID squad, String key","Returns an Entity value from the squad's state model corresponding to the given key."
"Squad_GetStateModelEnumTableBool","Squad","SquadID squad, String key, Integer tableRowIndex","Returns a boolean value from the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_GetStateModelEnumTableEntityTarget","Squad","SquadID squad, String key, Integer tableRowIndex","Returns an Entity value from the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_GetStateModelEnumTableFloat","Squad","SquadID squad, String key, Integer tableRowIndex","Returns a float value from the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_GetStateModelEnumTableInt","Squad","SquadID squad, String key, Integer tableRowIndex","Returns an integer value from the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_GetStateModelEnumTablePlayerTarget","Squad","SquadID squad, String key, Integer tableRowIndex","Returns a Player value from the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_GetStateModelEnumTableSquadTarget","Squad","SquadID squad, String key, Integer tableRowIndex","Returns a Squad value from the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_GetStateModelEnumTableVector3f","Squad","SquadID squad, String key, Integer tableRowIndex","Returns a Vector3f value from the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_GetStateModelFloat","Squad","SquadID squad, String key","Returns a float value from the squad's state model corresponding to the given key."
"Squad_GetStateModelInt","Squad","SquadID squad, String key","Returns an integer value from the squad's state model corresponding to the given key."
"Squad_GetStateModelPlayerTarget","Squad","SquadID squad, String key","Returns a Player value from the squad's state model corresponding to the given key."
"Squad_GetStateModelSquadTarget","Squad","SquadID squad, String key","Returns a Squad value from the squad's state model corresponding to the given key."
"Squad_GetStateModelVector3f","Squad","SquadID squad, String key","Returns a Vector3f value from the squad's state model corresponding to the given key."
"Squad_GetVehicleMobileDriverSquad","Squad","SquadID pSquad","Gets the mobile driver squad from a vehicle squad"
"Squad_GetVeterancy","Squad","SquadID squad","Get current squad veterancy"
"Squad_GetVeterancyRank","Squad","SquadID squad","Get current squad veterancy rank."
"Squad_GiveSlotItem","Squad","SquadID squad, ScarSlotItemPBG pbg","Gives a slot item to the squad. Can fail due to not enough slots left"
"Squad_HasAbility","Squad","SquadID squad, ScarAbilityPBG ability","Tests to see if a squad has an ability"
"Squad_HasAcceptedCommands","Squad","SquadID squad","Returns true if the squad has an accepted command that it will try to perform next"
"Squad_HasActiveCommand","Squad","SquadID squad","Returns true if there's an active command currently for the squad"
"Squad_HasBuilding","Squad","SquadID pSquad","Returns true if the given squad has a building in it (includes team weapons)"
"Squad_HasDestination","Squad","SquadID squad","Returns whether this squad is moving and has a destination, it will not return true on the same tick that the move request is issued"
"Squad_HasEntityWithNInteractors","Squad","SquadID targetSquad, String interactionTypeName, Integer minAttachedCount","Returns if squad contains an entity with at least minAttachedCount attached interactibles of interactionTypeName type"
"Squad_HasHeavyWeapon","Squad","SquadID pSquad","Returns true if the given squad has a heavy weapon (non moving setup weapon)"
"Squad_HasInfantry","Squad","SquadID pSquad","Returns true if the given squad has at least one infantry unit in it (includes team weapons)"
"Squad_HasProductionQueue","Squad","SquadID squad","Returns true if a squad has a production queue."
"Squad_HasSetupTeamWeapon","Squad","SquadID pSquad","Returns true if the given squad has team weapon setup for attack"
"Squad_HasTeamWeapon","Squad","SquadID pSquad","Returns true if the given squad has a team weapon"
"Squad_HasUpgrade","Squad","SquadID squad, ScarUpgradePBG pbg","Return true if the squad has purchased the specified upgrade."
"Squad_HasVehicle","Squad","SquadID pSquad","Returns true if the given squad has a vehicle in it (includes team weapons)"
"Squad_HasWeaponHardpoint","Squad","SquadID pSquad, String hardPointName","Returns true if the given squad has at least one Entity who has the specified weapon hardpoint."
"Squad_IncreaseVeterancy","Squad","SquadID squad, Real veterancy, Boolean silent, Boolean applyModifiers","Increase current squad veterancy"
"Squad_IncreaseVeterancyRank","Squad","SquadID squad, Integer numranks, Boolean silent","Increase current squad veterancy rank"
"Squad_InstantSetupTeamWeapon","Squad","SquadID squad","Stops current squads activity and instant setup the team weapon if they have one"
"Squad_IsAbilityActive_CS","Squad","SquadID squad, ScarAbilityPBG pbg","True if the ability is active"
"Squad_IsAlive","Squad","SquadID squad","Check if the squad is alive"
"Squad_IsAttacking","Squad","SquadID squad, Real time","Returns true if any unit in the squad is attacking within the time"
"Squad_IsAttackMoving","Squad","SquadID squad","Returns true if the squad is currently attack-moving."
"Squad_IsCapturing","Squad","SquadID squad","Returns true if the squad is currently capturing."
"Squad_IsCasualty","Squad","SquadID squad","Returns true if any spawned entity in the squad is a casualty"
"Squad_IsConstructing","Squad","SquadID squad","Returns true if the squad is currently constructing."
"Squad_IsDoingAbility","Squad","SquadID squad, ScarAbilityPBG pbg","True if squad is currently performing the given ability"
"Squad_IsFemale","Squad","SquadID squad","Returns whether the passed in squad is female"
"Squad_IsGatheringResourceType","Squad","SquadID targetSquad, Integer type","Returns if squad contains an entity that is performing a specific unit role"
"Squad_IsHoldingAny","Squad","SquadID squad","Check if the squad has a hold on anything (use this on vehicles)"
"Squad_IsHoldingPosition","Squad","SquadID squad","Returns true if Squad is holding position."
"Squad_IsIdle","Squad","SquadID squad","Returns true if the squad is idling"
"Squad_IsInAIEncounter","Squad","SquadID squad","returns true if the Squad is in an Encounter"
"Squad_IsInBackground","Squad","SquadID pSquad","Returns whether or not the squad is in the background. Default returns false (if the squad is empty)"
"Squad_IsInHoldEntity","Squad","SquadID squad","Check if the squad is garrisoned in entity (building)"
"Squad_IsInHoldSquad","Squad","SquadID squad","Check if the squad is loaded in squad (vehicle"
"Squad_IsInMeleeCombat","Squad","SquadID pSquad","Returns true if the squad is in melee combat"
"Squad_IsKnockedBack","Squad","SquadID squad","True if the squad is currently being knocked back"
"Squad_IsMoving","Squad","SquadID squad","Returns true if any unit in the squad is currently moving"
"Squad_IsOfType","Squad","SquadID squad, String type","Determines if this squad is of the given type. Types are defined in squad_type_ext/squad_type_list"
"Squad_IsOnWalkableWall","Squad","SquadID squad, Boolean all","Returns true if any entity of a squad (all=false) or the whole (all=true) squad is on walkable wall."
"Squad_IsOwnedByPlayer","Squad","SquadID squad, PlayerID player","Returns true if the given squad is owned by the given player"
"Squad_IsReinforcing","Squad","SquadID squad","Returns true if the squad is currently reinforcing.  This function will return false if the squad does not have a reinforce ext."
"Squad_IsRetreating","Squad","SquadID squad","Returns true if the squad is retreating"
"Squad_IsSBPOfType","Squad","ScarSquadPBG sbp, String type","Returns true if the given blueprint is of the given type. Types are defined in squad_type_ext/squad_type_list"
"Squad_IsSettingDemolitions","Squad","SquadID squad","Returns true if the squad is currently placing charges."
"Squad_IsSiege","Squad","ScarSquadPBG pbg","Returns true if the supplied squad pbg is a siege unit"
"Squad_IsStunned","Squad","SquadID squad","True if the squad is currently stunned"
"Squad_IsUnderAttack","Squad","SquadID squad, Real time","Returns true if any unit in the squad is under attack within the time"
"Squad_IsUnderAttackByPlayer","Squad","SquadID squad, PlayerID pAttackerOwner, Real time","Returns true if squad is under attack by enemy from a particular player"
"Squad_IsUnderAttackFromDirection","Squad","SquadID squad, Integer offset, Real timeSeconds","Returns true if the squad was under attack from a certain direction (8 offset types, see ScarUtil.scar)"
"Squad_IsUpgrading","Squad","SquadID squad, ScarUpgradePBG upgrade","Returns true if the squad is currently upgrading something specific."
"Squad_IsUpgradingAny","Squad","SquadID squad","Returns true if the squad is currently upgrading anything."
"Squad_IsValid","Squad","Integer id","Check if a squad with the given ID can be found in the world"
"Squad_Kill","Squad","SquadID squad","Kill whole squad.  Sets health to 0, and triggers death effects."
"Squad_NumUpgradeComplete","Squad","SquadID squad, ScarUpgradePBG upgradePBG","Returns the number of upgrades that this squad has."
"Squad_Population","Squad","SquadID squad, CapType type","get squad pop cost, use CT_Personnel, CT_Vehicle, CT_Medic for captype"
"Squad_Precache","Squad","ScarSquadPBG sbp, Integer skinItemDefinitionID, PlayerID player, String resourceContainerCacheName, String source, String id","Precache squad resources and listen for event GE_EntityPrecached that it is done"
"Squad_RemoveAbility","Squad","SquadID squad, ScarAbilityPBG ability","Removes an ability that was previously added by Squad_AddAbility. You cannot remove static abilities (from AE: squad_ability_ext)"
"Squad_RemoveSlotItemAt","Squad","SquadID squad, Integer index, Boolean bInstantWeaponChange","Removes a slot item from the squad."
"Squad_RemoveStateModelListBool","Squad","SquadID squad, String key, Boolean value","Removes a boolean value in the squad's state model list corresponding to the given key."
"Squad_RemoveStateModelListEntityTarget","Squad","SquadID squad, String key, EntityID value","Removes an Entity TargetHandle value in the squad's state model list corresponding to the given key."
"Squad_RemoveStateModelListFloat","Squad","SquadID squad, String key, Real value","Removes a float value in the squad's state model list corresponding to the given key."
"Squad_RemoveStateModelListInt","Squad","SquadID squad, String key, Integer value","Removes an integer value in the squad's state model list corresponding to the given key."
"Squad_RemoveStateModelListPlayerTarget","Squad","SquadID squad, String key, PlayerID value","Removes a Player TargetHandle value in the squad's state model list corresponding to the given key."
"Squad_RemoveStateModelListSquadTarget","Squad","SquadID squad, String key, SquadID value","Removes a Squad TargetHandle value in the squad's state model list corresponding to the given key."
"Squad_RemoveStateModelListVector3f","Squad","SquadID squad, String key, Position value","Removes a Vector3f value in the squad's state model list corresponding to the given key."
"Squad_RemoveUpgrade","Squad","SquadID squad, ScarUpgradePBG upgrade","Removes an upgrade from a squad"
"Squad_RewardActionPoints","Squad","SquadID squad, Real actionPoint","Give squad action points"
"Squad_SBPEntityAt","Squad","ScarSquadPBG sbp, Integer index","ZERO-BASED get of entity blueprints out of squad blueprint"
"Squad_SBPGetMax","Squad","ScarSquadPBG sbp","Returns the max number of units allowed in the squad blueprint"
"Squad_SetBackground","Squad","SquadID pSquad, Boolean isInBackground","Sets the squad to be in the background or foreground. By default, all squads are in the foreground"
"Squad_SetExtEnabled","Squad","SquadID pSquad, String extID, Boolean enabled","Enables or disables the squad's UI extension (which controls all UI elements related to the squad)"
"Squad_SetHealth","Squad","SquadID squad, Real healthPercent","Set the health of all units in a squad.  Health must be in range [0.0, 1.0]"
"Squad_SetInvulnerableEntityCount","Squad","SquadID squad, Integer invEntityCount, Real resetTime","Make a squad invulnerable to physical damage when number of members drop to or below specified count."
"Squad_SetInvulnerableMinCap","Squad","SquadID squad, Real minHealthPercentage, Real resetTime","Make a squad invulnerable to physical damage."
"Squad_SetMoodMode","Squad","SquadID squad, SquadCombatBehaviourMoodMode mood","Set soldier mood mode."
"Squad_SetMoveType","Squad","SquadID squad, ScarMoveTypePBG movetypePBG","Sets the squad's move type"
"Squad_SetPlayerOwner","Squad","SquadID squad, PlayerID owner","Changes the owner of the given squad."
"Squad_SetPosition","Squad","SquadID squad, Position pos, Position positionFacingToward","Moves the squad to a new position and snaps squad members onto grid cell centres."
"Squad_SetPosition3D","Squad","SquadID squad, Position pos, Position toward","Moves the squad to an arbitrary new 3D position."
"Squad_SetRecrewable","Squad","SquadID squad, Boolean capturable","Set entity inside the squad to be recrewable or not when it becomes abandoned"
"Squad_SetResource","Squad","SquadID squad, Integer resourceType, Real newAmount","This function uses squad resources rather than entity resources. For awarding resources to units, it's best to use Entity_AddResource instead (located in luaentity.cpp)."
"Squad_SetStateModelBool","Squad","SquadID squad, String key, Boolean value","Sets a boolean value in the squad's state model corresponding to the given key."
"Squad_SetStateModelEntityTarget","Squad","SquadID squad, String key, EntityID value","Sets an Entity TargetHandle value in the squad's state model corresponding to the given key."
"Squad_SetStateModelEnumTableBool","Squad","SquadID squad, String key, Integer tableRowIndex, Boolean value","Sets a boolean value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_SetStateModelEnumTableEntityTarget","Squad","SquadID squad, String key, Integer tableRowIndex, EntityID value","Sets an Entity TargetHandle value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_SetStateModelEnumTableFloat","Squad","SquadID squad, String key, Integer tableRowIndex, Real value","Sets a float value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_SetStateModelEnumTableInt","Squad","SquadID squad, String key, Integer tableRowIndex, Integer value","Sets an integer value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_SetStateModelEnumTablePlayerTarget","Squad","SquadID squad, String key, Integer tableRowIndex, PlayerID value","Sets a Player TargetHandle value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_SetStateModelEnumTableSquadTarget","Squad","SquadID squad, String key, Integer tableRowIndex, SquadID value","Sets a Squad TargetHandle value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_SetStateModelEnumTableVector3f","Squad","SquadID squad, String key, Integer tableRowIndex, Position value","Sets a Vector3f value in the squad's state model corresponding to the given key and table row index (0 based)."
"Squad_SetStateModelFloat","Squad","SquadID squad, String key, Real value","Sets a float value in the squad's state model corresponding to the given key."
"Squad_SetStateModelInt","Squad","SquadID squad, String key, Integer value","Sets an integer value in the squad's state model corresponding to the given key."
"Squad_SetStateModelListBool","Squad","SquadID squad, String key, Boolean value, Boolean allowDuplicates","Sets a boolean value in the squad's state model list corresponding to the given key."
"Squad_SetStateModelListEntityTarget","Squad","SquadID squad, String key, EntityID value, Boolean allowDuplicates","Sets an Entity TargetHandle value in the squad's state model list corresponding to the given key."
"Squad_SetStateModelListFloat","Squad","SquadID squad, String key, Real value, Boolean allowDuplicates","Sets a float value in the squad's state model list corresponding to the given key."
"Squad_SetStateModelListInt","Squad","SquadID squad, String key, Integer value, Boolean allowDuplicates","Sets an integer value in the squad's state model list corresponding to the given key."
"Squad_SetStateModelListPlayerTarget","Squad","SquadID squad, String key, PlayerID value, Boolean allowDuplicates","Sets a Player TargetHandle value in the squad's state model list corresponding to the given key."
"Squad_SetStateModelListSquadTarget","Squad","SquadID squad, String key, SquadID value, Boolean allowDuplicates","Sets a Squad TargetHandle value in the squad's state model list corresponding to the given key."
"Squad_SetStateModelListVector3f","Squad","SquadID squad, String key, Position value, Boolean allowDuplicates","Sets a Vector3f value in the squad's state model list corresponding to the given key."
"Squad_SetStateModelPlayerTarget","Squad","SquadID squad, String key, PlayerID value","Sets a Player TargetHandle value in the squad's state model corresponding to the given key."
"Squad_SetStateModelSquadTarget","Squad","SquadID squad, String key, SquadID value","Sets a Squad TargetHandle value in the squad's state model corresponding to the given key."
"Squad_SetStateModelVector3f","Squad","SquadID squad, String key, Position value","Sets a Vector3f value in the squad's state model corresponding to the given key."
"Squad_SetVeterancyDisplayVisibility","Squad","SquadID squad, Boolean visible","Turn on/off display of the unit portrait veterancy stars"
"Squad_SetWorldOwned","Squad","SquadID squad","Makes a squad neutral"
"Squad_Spawn","Squad","SquadID squad, Position pos, String spawnType","Spawn the entire squad at a give  n position"
"Squad_SpawnToward","Squad","SquadID squad, Position pos, Position toward, String spawnType","Spawn the entire squad at a given position"
"Squad_Split","Squad","SquadID squad, Integer int","Split the squad into 2. The new squad size is specified by the number passed in"
"Squad_StopAbility","Squad","SquadID squad, ScarAbilityPBG ability, Boolean bIsEarlyExit","Abruptly stops an active ability"
"Squad_SuggestPosture","Squad","SquadID squad, Integer posture, Real duration","Suggests a posture to a squad, lasting the passed duration"
"Squad_TryFindClosestFreePosition","Squad","SquadID squad, Position targetPosition","Returns the closest free position to the target position for the squad"
"SquadGroup_CountSpawnedAndStatsInitialized","SquadGroup","SGroupID sgroup, PlayerID player","iterates through an sgroup, returns count with AIStatsSquad"
"StateTree_QueueGlobalStateTreeEntity","StateTree","Boolean keepAlive, String openingBranchName, EntityID entity","Run a global state tree on an entity"
"StateTree_QueueGlobalStateTreePlayer","StateTree","Boolean keepAlive, String openingBranchName, PlayerID player","Run a global state tree on a player"
"StateTree_QueueGlobalStateTreeSquad","StateTree","Boolean keepAlive, String openingBranchName, SquadID squad","Run a global state tree on a squad"
"statgraph_save","statgraph","Boolean begin","Save the statgraph output to a file"
"Subtitle_EndAllSpeech","Subtitle","","Prematurely finish all queued speech"
"Subtitle_EndCurrentSpeech","Subtitle","","Prematurely finish currently playing speech and advance the next one in queue"
"Subtitle_PlayNarrativeEvent","Subtitle","String str","Plays a narrative event as a series of subtitled speech transitions when given the event's reflect ID."
"Subtitle_PlayNarrativeLine","Subtitle","String str","Plays a global speech with subtitle and actor icon specified in the narrative line with given ID."
"Subtitle_PlaySpeechForSquadFromLocString","Subtitle","ScarBriefingActorPBG briefingActorPBG, String loc, Boolean disableIconSubtitle, String audioCtrlEvent, SquadID squad, Boolean is3D","Plays a global speech with subtitle and actor icon in the overlay with speech bubbles on squad decorators."
"Subtitle_PlaySpeechInternal","Subtitle","ScarBriefingActorPBG briefingActorPBG, String loc, Boolean disableIconSubtitle, String audioCtrlEvent, SquadID squad, Boolean is3D","Plays a global speech with subtitle and actor icon in the overlay"
"Subtitle_UnstickCurrentSpeech","Subtitle","","Removes ""sticky"" state from currently playing speech (if any)"
"SynchronizedCommand_PlayerAbility","SynchronizedCommand","PlayerID player, PlayerID dest, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq","Send a player ability command (PCMD_Ability) to a player."
"SynchronizedCommand_PlayerPosAbility","SynchronizedCommand","PlayerID player, PlayerID dest, Position pos, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq","Send a positional ability command (PCMD_Ability) to a player"
"SynchronizedCommand_PlayerPosDirAbility","SynchronizedCommand","PlayerID player, PlayerID dest, Position pos, Position dir, ScarAbilityPBG abilityPBG, Boolean skipCostAndPrereq","Send a positional/directional ability command (PCMD_Ability) to a player"
"Taskbar_IsVisible","Taskbar","","Returns true if the taskbar is visible. (not deterministic)"
"Taskbar_SetVisibility","Taskbar","Boolean visible","Sets taskbar visibility."
"Team_GetRelationship","Team","Integer team1, Integer team2","Returns the relationship between 2 teams."
"Terrain_CreateSplat","Terrain","String _name, Real xpos, Real zpos, Real scale","Create a splat on the terrain"
"Terrain_DrawGrid","Terrain","Integer increment","Draw a grid on the terrain with tunable increment"
"Terrain_DrawGridLines","Terrain","Integer spacing","Draw lines on a grid on the terrain with tunable spacing"
"Terrain_DrawMaterialMap","Terrain","Boolean onoff","Draw terrain material map cells"
"Terrain_GetCoverType_AsNumber","Terrain","Position pos","Takes a ScarPosition and returns a number representing the cover type at this position"
"Terrain_GetCoverType_AsString","Terrain","Position pos","Takes a ScarPosition and returns a string representing the cover type at this position"
"Terrain_LoadHeightMap","Terrain","","Load the saved terrain height map. This will restore the state of the terrain height map to"
"Terrain_SaveHeightMap","Terrain","","Save the current terrain height map. It can be restored to that state by using Terrain_LoadHeightMap."
"TerrainHighlight_Hide","TerrainHighlight","","Hide metadata layer overlay on terrain"
"TerrainHighlight_Show","TerrainHighlight","String metadataLayerName, Real opacity","Display metadata layer on terrain. Replaces previously displayed terrain highlight"
"Territory_ContainsSectorID","Territory","SectorID sectorID","Returns true if the Territory contains the given SectorID."
"Territory_FindClosestSectorToPoint","Territory","Position pos3D","Returns the SectorID of the closest Sector Generator point to the given ScarPosition."
"Territory_GetAdjacentSectors","Territory","SectorID sectorID","Returns a table of SectorIDs that are adjacent to the given SectorID."
"Territory_GetPrimaryEntityInSector","Territory","SectorID sectorID","Returns the primary entity in the given sector, if one exists, and nil otherwise."
"Territory_GetSectorContainingPoint","Territory","Position pos3D","Returns the sector containing the given ScarPosition."
"Territory_GetSectorCreatorEntity","Territory","SectorID sectorID","Get the creator entity of the sector by sectorID"
"Territory_GetSectorGeneratorPointOnTerrain","Territory","SectorID sectorID","Returns the generator point of the given sector, snapped to the surface of the terrain."
"Territory_GetSectorOwnerID","Territory","SectorID sectorID","Get the ID of the owner of the sector"
"Territory_IsHexagonTerritory","Territory","","Returns true if the territory is a HexagonTerritory."
"Toggle_Scanning_Info","Toggle","","Toggles the scanning info from the ScanForTarget track for the debug entity"
"UI_AddChild","UI","String elementName, String typeName, String childName, StackVarTable propertyTable","Add a new child named childName and of type typeName to elementName."
"UI_AddCommandBinding","UI","String groupName, String bindingName, String callbackName","Adds a command binding for groupName.bindingName to global function callbackName."
"UI_AddEventHandler","UI","String elementName, String eventName, String callbackName","Adds the event handler on elementName for event eventName to global function callbackName(elementName, eventName)."
"UI_AddText","UI","String elementName, String text","Add text to elementName."
"UI_AllTerritoryHide","UI","","Toggle off all territory lines. Each call to UI_AllTerritoryHide must be matched by a call to UI_AllTerritoryShow"
"UI_AllTerritoryShow","UI","","Toggle on all territory lines. Each call to UI_AllTerritoryShow must be matched by a call to UI_AllTerritoryHide"
