"Category","File","Variable","Line","Value"
"gameplay","rogue\rogue_poi.scar","ebp_deposit_stone","468","ebp_deposit_stone = BP_GetEntityBlueprint(""resource_stone_deposit_small""),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","469","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_stone_rogue""),"
"gameplay","rogue\rogue_poi.scar","ally_count","470","ally_count = 2,"
"gameplay","rogue\rogue_poi.scar","includes","471","includes = {""mining_camp"", ""house""},"
"gameplay","rogue\rogue_poi.scar","civilian_ally","472","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","excluded_civs","473","excluded_civs = {""mongol"",""mongol_ha_gol""},"
"gameplay","rogue\rogue_poi.scar","name","476","name = ""poi_village1"", tier = 1, reward_value = 950,"
"gameplay","rogue\rogue_poi.scar","title","477","title = ""$11268683"","
"gameplay","rogue\rogue_poi.scar","ebp","478","ebp = BP_GetEntityBlueprint(""rogue_poi_farming_village_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","479","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_villager"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","480","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_food_rogue""),"
"gameplay","rogue\rogue_poi.scar","ally_count","481","ally_count = 3,"
"gameplay","rogue\rogue_poi.scar","includes","482","includes = {""gristmill"", ""farm"", ""house""},"
"gameplay","rogue\rogue_poi.scar","civilian_ally","483","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","excluded_civs","484","excluded_civs = {""mongol"",""mongol_ha_gol""},"
"gameplay","rogue\rogue_poi.scar","name","487","name = ""poi_village2"", tier = 1, reward_value = 950,"
"gameplay","rogue\rogue_poi.scar","title","488","title = ""$11268683"","
"gameplay","rogue\rogue_poi.scar","ebp","489","ebp = BP_GetEntityBlueprint(""rogue_poi_sheep_village_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","490","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_villager"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","491","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_food_rogue""),"
"gameplay","rogue\rogue_poi.scar","ally_count","492","ally_count = 3,"
"gameplay","rogue\rogue_poi.scar","includes","493","includes = {""gristmill"", ""farm"", ""house""},"
"gameplay","rogue\rogue_poi.scar","sheep_count","494","sheep_count = 6,"
"gameplay","rogue\rogue_poi.scar","civilian_ally","495","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","excluded_civs","496","excluded_civs = {""mongol"",""mongol_ha_gol""},"
"gameplay","rogue\rogue_poi.scar","name","499","name = ""poi_siege1"", tier = 1, reward_value = 800,"
"gameplay","rogue\rogue_poi.scar","title","500","title = ""$11269795"","
"gameplay","rogue\rogue_poi.scar","ebp","501","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_siege_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","502","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_mangonel"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","503","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","name","506","name = ""poi_siege2"", tier = 1, reward_value = 700,"
"gameplay","rogue\rogue_poi.scar","title","507","title = ""$11268761"","
"gameplay","rogue\rogue_poi.scar","alt_titles","508","alt_titles = {{""sultanate_ha_tug"", ""$11269362""}},"
"gameplay","rogue\rogue_poi.scar","ebp","509","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_siege_01""),"
"gameplay","rogue\rogue_poi.scar","units_data_ally","510","units_data_ally = Rogue_POI_GetUnitDataByType(""scar_springald"", 500),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","511","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","name","514","name = ""poi_knight"", tier = 1, reward_value = 800,"
"gameplay","rogue\rogue_poi.scar","title","515","title = ""$11269363"","
"gameplay","rogue\rogue_poi.scar","ebp","516","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_sm_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","517","sbp_ally = SBP.HRE_HA_01.UNIT_KNIGHT_4_HRE_HA_01,"
"gameplay","rogue\rogue_poi.scar","rand_pickups","518","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","name","521","name = ""poi_allies1"", tier = 1, reward_value = 850,"
"gameplay","rogue\rogue_poi.scar","title","522","title = ""$11268634"","
"gameplay","rogue\rogue_poi.scar","ebp","523","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_md_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","524","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetFavoredTypesByCiv(), 800),"
"gameplay","rogue\rogue_poi.scar","name","527","name = ""poi_allies2"", tier = 1, reward_value = 1400,"
"gameplay","rogue\rogue_poi.scar","title","528","title = ""$11268634"","
"gameplay","rogue\rogue_poi.scar","ebp","529","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_lg_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","530","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetFavoredTypesByCiv(), 1100),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","531","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","name","534","name = ""poi_camp_besieged1"", tier = 1, reward_value = 1200,"
"gameplay","rogue\rogue_poi.scar","title","535","title = ""$11269851"","
"gameplay","rogue\rogue_poi.scar","ebp","536","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_besieged_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","537","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetUnitTypesByCiv(), 1100),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","538","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","name","541","name = ""poi_camp_besieged2"", tier = 1, reward_value = 1400,"
"gameplay","rogue\rogue_poi.scar","title","542","title = ""$11269851"","
"gameplay","rogue\rogue_poi.scar","ebp","543","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_besieged_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","544","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetUnitTypesByCiv(), 850),"
"gameplay","rogue\rogue_poi.scar","sbp_ally_center","545","sbp_ally_center = Rogue_POI_GetSpecialUnitByCiv(),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","546","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","name","549","name = ""poi_favored_champion"", tier = 1, reward_value = 1100,"
"gameplay","rogue\rogue_poi.scar","title","550","title = ""$11268699"","
"gameplay","rogue\rogue_poi.scar","ebp","551","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_sm_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","552","sbp_ally = Rogue_POI_GetFavoredChampion(),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","553","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","is_champion","554","is_champion = true,"
"gameplay","rogue\rogue_poi.scar","checks_command_string","555","checks_command_string = true,"
"gameplay","rogue\rogue_poi.scar","weight","556","weight = 5,"
"gameplay","rogue\rogue_poi.scar","name","559","name = ""poi_random_champion"", tier = 1, reward_value = 1200,"
"gameplay","rogue\rogue_poi.scar","title","560","title = ""$11268699"","
"gameplay","rogue\rogue_poi.scar","ebp","561","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_sm_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","562","sbp_ally = Rogue_POI_GetRandomChampion(),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","563","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","is_champion","564","is_champion = true,"
"gameplay","rogue\rogue_poi.scar","checks_command_string","565","checks_command_string = true,"
"gameplay","rogue\rogue_poi.scar","weight","566","weight = 5,"
"gameplay","rogue\rogue_poi.scar","name","569","name = ""poi_shepherd"", tier = 1, reward_value = 650,"
"gameplay","rogue\rogue_poi.scar","title","570","title = ""$11269437"","
"gameplay","rogue\rogue_poi.scar","ebp","571","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_sm_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","572","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_villager"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","573","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_food_rogue""),"
"gameplay","rogue\rogue_poi.scar","ally_count","574","ally_count = 4,"
"gameplay","rogue\rogue_poi.scar","sheep_count","575","sheep_count = 6,"
"gameplay","rogue\rogue_poi.scar","civilian_ally","576","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","name","579","name = ""poi_relic1"", tier = 1, reward_value = 600,"
"gameplay","rogue\rogue_poi.scar","title","580","title = ""$11268634"","
"gameplay","rogue\rogue_poi.scar","ebp","581","ebp = BP_GetEntityBlueprint(""rogue_poi_relic_camp_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","582","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_monk"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","ally_count","583","ally_count = 3,"
"gameplay","rogue\rogue_poi.scar","civilian_ally","584","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","name","587","name = ""poi_holy1"", tier = 1, reward_value = 800,"
"gameplay","rogue\rogue_poi.scar","title","588","title = ""$11269465"","
"gameplay","rogue\rogue_poi.scar","ebp","589","ebp = BP_GetEntityBlueprint(""rogue_poi_holy_site_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","590","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_monk"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","591","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_gold_rogue""),"
"gameplay","rogue\rogue_poi.scar","ally_count","592","ally_count = 3,"
"gameplay","rogue\rogue_poi.scar","civilian_ally","593","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","name","596","name = ""poi_hoard1"", tier = 1, reward_value = 650,"
"gameplay","rogue\rogue_poi.scar","title","597","title = ""$11269368"","
"gameplay","rogue\rogue_poi.scar","ebp","598","ebp = BP_GetEntityBlueprint(""rogue_poi_food_hoard_01""),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","599","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_food_rogue""),"
"gameplay","rogue\rogue_poi.scar","name","602","name = ""poi_great_wolf_den"", tier = 1, reward_value = 0, -- spawns wolves instead of enemy guards"
"gameplay","rogue\rogue_poi.scar","title","603","title = ""$11269244"","
"gameplay","rogue\rogue_poi.scar","ebp","604","ebp = BP_GetEntityBlueprint(""rogue_poi_great_wolf_den_01""),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","605","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_gold_rogue""),"
"gameplay","rogue\rogue_poi.scar","name","608","name = ""poi_caravan1"", tier = 1, reward_value = 1000,"
"gameplay","rogue\rogue_poi.scar","title","609","title = ""$11270774"","
"gameplay","rogue\rogue_poi.scar","ebp","610","ebp = BP_GetEntityBlueprint(""rogue_poi_caravan_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","611","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetUnitTypesByCiv(), 800),"
"gameplay","rogue\rogue_poi.scar","sbp_ally_center","612","sbp_ally_center = Cardinal_ConvertTypeToSquadBlueprint(""scar_monk"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","613","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","name","616","name = ""poi_merchant_hoard"", tier = 1, reward_value = 700,"
"gameplay","rogue\rogue_poi.scar","title","617","title = ""$11269501"","
"gameplay","rogue\rogue_poi.scar","ebp","618","ebp = BP_GetEntityBlueprint(""rogue_poi_merchant_hoard_01""),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","619","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","hp_height","620","hp_height = 8,"
"gameplay","rogue\rogue_poi.scar","name","623","name = ""poi_great_ruins"", tier = 1, reward_value = 800,"
"gameplay","rogue\rogue_poi.scar","title","624","title = ""$11269502"","
"gameplay","rogue\rogue_poi.scar","ebp","625","ebp = BP_GetEntityBlueprint(""rogue_poi_great_ruins_01""),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","626","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_stone_rogue""),"
"gameplay","rogue\rogue_poi.scar","hp_height","627","hp_height = 8,"
"gameplay","rogue\rogue_poi.scar","name","630","name = ""poi_random_siege1"", tier = 1, reward_value = 1500,"
"gameplay","rogue\rogue_poi.scar","title","631","title = ""$11269795"","
"gameplay","rogue\rogue_poi.scar","ebp","632","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_sm_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","633","sbp_ally = Rogue_POI_GetRandomSiege(),"
"gameplay","rogue\rogue_poi.scar","is_special_siege","634","is_special_siege = true,"
"gameplay","rogue\rogue_poi.scar","name","639","name = ""poi_favored_siege"", tier = 2, reward_value = 1700,"
"gameplay","rogue\rogue_poi.scar","title","640","title = ""$11269795"","
"gameplay","rogue\rogue_poi.scar","ebp","641","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_sm_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","642","sbp_ally = Rogue_POI_GetFavoredSiege(),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","643","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","is_special_siege","644","is_special_siege = true,"
"gameplay","rogue\rogue_poi.scar","name","647","name = ""poi_random_siege2"", tier = 2, reward_value = 1700,"
"gameplay","rogue\rogue_poi.scar","title","648","title = ""$11269795"","
"gameplay","rogue\rogue_poi.scar","ebp","649","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_sm_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","650","sbp_ally = Rogue_POI_GetRandomSiege(),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","651","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","is_special_siege","652","is_special_siege = true,"
"gameplay","rogue\rogue_poi.scar","weight","653","weight = 2,"
"gameplay","rogue\rogue_poi.scar","name","656","name = ""poi_camp_besieged3"", tier = 2, reward_value = 1600,"
"gameplay","rogue\rogue_poi.scar","title","657","title = ""$11269851"","
"gameplay","rogue\rogue_poi.scar","ebp","658","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_besieged_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","659","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetUnitTypesByCiv(), 950),"
"gameplay","rogue\rogue_poi.scar","sbp_ally_center","660","sbp_ally_center = Rogue_POI_GetFavoredChampion(),"
"gameplay","rogue\rogue_poi.scar","is_champion","661","is_champion = true,"
"gameplay","rogue\rogue_poi.scar","checks_command_string","662","checks_command_string = true,"
"gameplay","rogue\rogue_poi.scar","name","665","name = ""poi_camp_besieged4"", tier = 2, reward_value = 1600,"
"gameplay","rogue\rogue_poi.scar","title","666","title = ""$11269851"","
"gameplay","rogue\rogue_poi.scar","ebp","667","ebp = BP_GetEntityBlueprint(""rogue_poi_camp_besieged_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","668","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetUnitTypesByCiv(), 950),"
"gameplay","rogue\rogue_poi.scar","sbp_ally_center","669","sbp_ally_center = Rogue_POI_GetRandomChampion(),"
"gameplay","rogue\rogue_poi.scar","is_champion","670","is_champion = true,"
"gameplay","rogue\rogue_poi.scar","checks_command_string","671","checks_command_string = true,"
"gameplay","rogue\rogue_poi.scar","weight","672","weight = 2,"
"gameplay","rogue\rogue_poi.scar","name","675","name = ""poi_mine2"", tier = 2, reward_value = 1250,"
"gameplay","rogue\rogue_poi.scar","title","676","title = ""$11268631"","
"gameplay","rogue\rogue_poi.scar","ebp","677","ebp = BP_GetEntityBlueprint(""rogue_poi_stone_mining_camp_02""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","678","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_villager"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","ebp_deposit_stone","679","ebp_deposit_stone = BP_GetEntityBlueprint(""resource_stone_deposit""),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","680","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_stone_rogue""),"
"gameplay","rogue\rogue_poi.scar","ally_count","681","ally_count = 5,"
"gameplay","rogue\rogue_poi.scar","includes","682","includes = {""mining_camp"", ""house""},"
"gameplay","rogue\rogue_poi.scar","civilian_ally","683","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","excluded_civs","684","excluded_civs = {""mongol"",""mongol_ha_gol""},"
"gameplay","rogue\rogue_poi.scar","name","687","name = ""poi_monastery"", tier = 2, reward_value = 1600,"
"gameplay","rogue\rogue_poi.scar","title","688","title = ""$11269885"","
"gameplay","rogue\rogue_poi.scar","alt_titles","689","alt_titles = {"
"gameplay","rogue\rogue_poi.scar","ebp","701","ebp = BP_GetEntityBlueprint(""rogue_poi_monastery_01""),"
"gameplay","rogue\rogue_poi.scar","sbp_ally","702","sbp_ally = Cardinal_ConvertTypeToSquadBlueprint(""scar_monk"", ROGUE_HUMAN_PLAYERS[1]),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","703","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_gold_rogue""),"
"gameplay","rogue\rogue_poi.scar","ally_count","704","ally_count = 3,"
"gameplay","rogue\rogue_poi.scar","includes","705","includes = {""monastery""},"
"gameplay","rogue\rogue_poi.scar","civilian_ally","706","civilian_ally = true,"
"gameplay","rogue\rogue_poi.scar","name","709","name = ""poi_hoard2"", tier = 2, reward_value = 2000,"
"gameplay","rogue\rogue_poi.scar","title","710","title = ""$11268762"","
"gameplay","rogue\rogue_poi.scar","ebp","711","ebp = BP_GetEntityBlueprint(""rogue_poi_hoard_01""),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","712","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_gold_rogue""),"
"gameplay","rogue\rogue_poi.scar","name","720","name = ""poi_cropcircle"","
"gameplay","rogue\rogue_poi.scar","title","721","title = ""$11271050"", --Disturbed Crops"
"gameplay","rogue\rogue_poi.scar","ebp","722","ebp = BP_GetEntityBlueprint(""rogue_crop_circle""),"
"gameplay","rogue\rogue_poi.scar","ebpOwner","723","ebpOwner = ROGUE_HUMAN_PLAYERS[1],"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","724","ebp_pickup = nil,"
"gameplay","rogue\rogue_poi.scar","rand_pickups","725","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","reward_value","726","reward_value = 0,"
"gameplay","rogue\rogue_poi.scar","tier","727","tier = 1,"
"gameplay","rogue\rogue_poi.scar","is_available","728","is_available = true,"
"gameplay","rogue\rogue_poi.scar","force_spawn","729","force_spawn = false,"
"gameplay","rogue\rogue_poi.scar","weight","730","weight = 100,"
"gameplay","rogue\rogue_poi.scar","customLiberationFunc","731","customLiberationFunc = __DoNothing,"
"gameplay","rogue\rogue_poi.scar","customInitFunc","732","customInitFunc = __DoNothing,"
"gameplay","rogue\rogue_poi.scar","t_poi_types_def","738","t_poi_types_def = {"
"gameplay","rogue\rogue_poi.scar","name","740","name = ""poi_outpost1"", tier = 1, reward_value = 950,"
"gameplay","rogue\rogue_poi.scar","title","741","title = ""$11269842"","
"gameplay","rogue\rogue_poi.scar","ebp","742","ebp = BP_GetEntityBlueprint(""rogue_poi_outpost_01""),"
"gameplay","rogue\rogue_poi.scar","ally_list","743","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetUnitTypesByCiv(), 600),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","744","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_stone_rogue""),"
"gameplay","rogue\rogue_poi.scar","includes","745","includes = {""outpost""},"
"gameplay","rogue\rogue_poi.scar","name","748","name = ""poi_outpost2"", tier = 1, reward_value = 950,"
"gameplay","rogue\rogue_poi.scar","title","749","title = ""$11269842"","
"gameplay","rogue\rogue_poi.scar","ebp","750","ebp = BP_GetEntityBlueprint(""rogue_poi_outpost_02""),"
"gameplay","rogue\rogue_poi.scar","ally_list","751","ally_list = Rogue_POI_GetAllyUnitsByValue(Rogue_POI_GetUnitTypesByCiv(), 600),"
"gameplay","rogue\rogue_poi.scar","ebp_pickup","752","ebp_pickup = BP_GetEntityBlueprint(""resource_pickup_stone_rogue""),"
"gameplay","rogue\rogue_poi.scar","includes","753","includes = {""outpost""},"
"gameplay","rogue\rogue_poi.scar","name","756","name = ""poi_barracks"", tier = 1, reward_value = 950,"
"gameplay","rogue\rogue_poi.scar","title","757","title = ""$11269455"","
"gameplay","rogue\rogue_poi.scar","alt_titles","758","alt_titles = {"
"gameplay","rogue\rogue_poi.scar","ebp","761","ebp = BP_GetEntityBlueprint(""rogue_poi_military_building_01""),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","762","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","ally_list","763","ally_list = Rogue_POI_GetAllyUnitsByValue({""scar_spearman"", ""scar_manatarms""}, 500),"
"gameplay","rogue\rogue_poi.scar","includes","764","includes = {""barracks"", ""outpost""},"
"gameplay","rogue\rogue_poi.scar","excluded_civs","765","excluded_civs = {""mongol_ha_gol""},"
"gameplay","rogue\rogue_poi.scar","name","768","name = ""poi_stable"", tier = 1, reward_value = 950,"
"gameplay","rogue\rogue_poi.scar","title","769","title = ""$11269454"","
"gameplay","rogue\rogue_poi.scar","ebp","770","ebp = BP_GetEntityBlueprint(""rogue_poi_military_building_01""),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","771","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","ally_list","772","ally_list = Rogue_POI_GetAllyUnitsByValue({""scar_spearman"", ""scar_archer"", ""scar_horseman""}, 500),"
"gameplay","rogue\rogue_poi.scar","includes","773","includes = {""stable"", ""outpost""},"
"gameplay","rogue\rogue_poi.scar","excluded_civs","774","excluded_civs = {""mongol_ha_gol"", ""sultanate_ha_tug""},"
"gameplay","rogue\rogue_poi.scar","name","777","name = ""poi_archery_range"", tier = 1, reward_value = 950,"
"gameplay","rogue\rogue_poi.scar","title","778","title = ""$11269482"","
"gameplay","rogue\rogue_poi.scar","ebp","779","ebp = BP_GetEntityBlueprint(""rogue_poi_military_building_01""),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","780","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","ally_list","781","ally_list = Rogue_POI_GetAllyUnitsByValue({""scar_spearman"", ""scar_archer""}, 500),"
"gameplay","rogue\rogue_poi.scar","includes","782","includes = {""archery_range"", ""outpost""},"
"gameplay","rogue\rogue_poi.scar","excluded_civs","783","excluded_civs = {""mongol_ha_gol""},"
"gameplay","rogue\rogue_poi.scar","name","786","name = ""poi_keep"", tier = 1, reward_value = 1450,"
"gameplay","rogue\rogue_poi.scar","title","787","title = ""$11269882"","
"gameplay","rogue\rogue_poi.scar","alt_titles","788","alt_titles = {"
"gameplay","rogue\rogue_poi.scar","ebp","794","ebp = BP_GetEntityBlueprint(""rogue_poi_keep_01""),"
"gameplay","rogue\rogue_poi.scar","rand_pickups","795","rand_pickups = true,"
"gameplay","rogue\rogue_poi.scar","includes","796","includes = {""keep""},"
"gameplay","rogue\rogue_poi.scar","excluded_civs","797","excluded_civs = {""mongol"",""mongol_ha_gol""},"
"gameplay","rogue\rogue_poi.scar","is_keep","798","is_keep = true,"
"gameplay","rogue\rogue_poi.scar","t_poi_types","809","t_poi_types = Rogue_POI_SetDefaults(t_poi_types)"
"gameplay","rogue\rogue_poi.scar","t_poi_types_def","810","t_poi_types_def = Rogue_POI_SetDefaults(t_poi_types_def)"
"gameplay","rogue\rogue_poi.scar","t_poi_instances","812","t_poi_instances = {}"
"gameplay","rogue\rogue_poi.scar","score","926","score = 0"
"gameplay","rogue\rogue_poi.scar","highest_score","930","highest_score = score"
"gameplay","rogue\rogue_poi.scar","chosen_index","931","chosen_index = i"
"gameplay","rogue\rogue_poi.scar","type_available","964","type_available = false"
"gameplay","rogue\rogue_poi.scar","type_available","971","type_available = false"
"gameplay","rogue\rogue_poi.scar","type_available","975","type_available = false"
"gameplay","rogue\rogue_poi.scar","chosen_index","989","chosen_index = Table_GetRandomItem(t_poi_pool)"
"gameplay","rogue\rogue_poi.scar","poi_champion_count","998","poi_champion_count = poi_champion_count + 1"
"gameplay","rogue\rogue_poi.scar","poi_markers","1034","poi_markers = Table_GetRandomItem(poi_markers_tmp, count_used)"
"gameplay","rogue\rogue_poi.scar","ebp_mining_camp","1046","ebp_mining_camp = Cardinal_ConvertTypeToEntityBlueprint(""scar_house"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","ebp_mill","1047","ebp_mill = ebp_mining_camp"
"gameplay","rogue\rogue_poi.scar","ebp_lumber_camp","1048","ebp_lumber_camp = ebp_mining_camp"
"gameplay","rogue\rogue_poi.scar","ebp_farm","1050","ebp_farm = Cardinal_ConvertTypeToEntityBlueprint(""farm"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","ebp_house","1051","ebp_house = Cardinal_ConvertTypeToEntityBlueprint(""scar_house"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","sbp_worker_elephant","1052","sbp_worker_elephant = Cardinal_ConvertTypeToSquadBlueprint(""worker_elephant"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","ebp_farm","1054","ebp_farm = Cardinal_ConvertTypeToEntityBlueprint(""farm"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","ebp_house","1055","ebp_house = Cardinal_ConvertTypeToEntityBlueprint(""scar_house"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","ebp_mining_camp","1056","ebp_mining_camp = Cardinal_ConvertTypeToEntityBlueprint(""scar_miningcamp"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","ebp_mill","1057","ebp_mill = Cardinal_ConvertTypeToEntityBlueprint(""scar_gristmill"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","ebp_lumber_camp","1058","ebp_lumber_camp = Cardinal_ConvertTypeToEntityBlueprint(""scar_lumbercamp"", ROGUE_HUMAN_PLAYERS[1])"
"gameplay","rogue\rogue_poi.scar","t_poi_types","1062","t_poi_types = custom_poi_types"
"gameplay","rogue\rogue_poi.scar","poi_enemy_local","1076","poi_enemy_local = type_data.enemy_override"
"gameplay","rogue\rogue_poi.scar","title_entry","1091","title_entry = title_string"
"gameplay","rogue\rogue_poi.scar","poi_count","1097","poi_count = poi_count + 1"
"gameplay","rogue\rogue_poi.scar","index","1099","index = poi_count,"
"gameplay","rogue\rogue_poi.scar","type_data","1100","type_data = type_data,"
"gameplay","rogue\rogue_poi.scar","type_name","1101","type_name = type_data.name,"
"gameplay","rogue\rogue_poi.scar","is_discovered","1102","is_discovered = false,"
