"Mode","Civ","Threshold","Type","Blueprint","Count","Age","Condition","Title","File","Line"
"onslaught","lancaster","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","3421"
"onslaught","lancaster","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","3412"
"onslaught","lancaster","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_lan","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3416"
"onslaught","lancaster","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_lan","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3425"
"onslaught","lancaster","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","3430"
"onslaught","lancaster","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","3434"
"onslaught","lancaster","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","3438"
"onslaught","lancaster","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","3442"
"onslaught","lancaster","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","3446"
"onslaught","lancaster","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","3450"
"onslaught","lancaster","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","3454"
"onslaught","malian","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_gbeto_3_mal","55","","","","cba_rewards_onslaught.scar","1775"
"onslaught","malian","50","upgradeBP","upgrade_stealth_healing_mal","","","","Loc:""$42764"",""$11218603""","cba_rewards_onslaught.scar","1779"
"onslaught","malian","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","1783"
"onslaught","malian","125","upgradeBP","upgrade_archer_poison_arrow_mal","","","","Loc:""$42764"",""$11218600""","cba_rewards_onslaught.scar","1787"
"onslaught","malian","225","upgradeBP","upgrade_sofa_armor_mal","","","","Loc:""$42764"",""$11218507""","cba_rewards_onslaught.scar","1791"
"onslaught","malian","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","1795"
"onslaught","malian","300","upgradeBP","upgrade_sofa_farima_leadership_mal","","","","Loc:""$42764"",""$11218602""","cba_rewards_onslaught.scar","1799"
"onslaught","malian","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","1803"
"onslaught","malian","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_gbeto_3_mal","65","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1807"
"onslaught","malian","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","1812"
"onslaught","malian","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","1817"
"onslaught","malian","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","1822"
"onslaught","malian","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","1826"
"onslaught","malian","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","1830"
"onslaught","malian","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","1834"
"onslaught","malian","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","1839"
"onslaught","malian","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_gbeto_3_mal","80","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1844"
"onslaught","malian","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","1849"
"onslaught","malian","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","1853"
"onslaught","malian","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","1857"
"onslaught","malian","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","1861"
"onslaught","malian","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","1865"
"onslaught","malian","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","1869"
"onslaught","malian","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","1873"
"onslaught","malian","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","1878"
"onslaught","malian","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","1883"
"onslaught","malian","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","1887"
"onslaught","malian","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","1891"
"onslaught","malian","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","1895"
"onslaught","malian","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_horseman_4_mal","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1899"
"onslaught","malian","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","1904"
"onslaught","malian","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","1917"
"onslaught","malian","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","1908"
"onslaught","malian","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_horseman_4_mal","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1912"
"onslaught","malian","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_horseman_4_mal","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1921"
"onslaught","malian","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","1926"
"onslaught","malian","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","1930"
"onslaught","malian","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","1934"
"onslaught","malian","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","1938"
"onslaught","malian","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","1942"
"onslaught","malian","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","1946"
"onslaught","malian","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","1950"
"onslaught","mongol","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_mon","40","","","","cba_rewards_onslaught.scar","996"
"onslaught","mongol","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","1000"
"onslaught","mongol","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","1004"
"onslaught","mongol","300","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","1009"
"onslaught","mongol","350","upgradeBP","upgrade_melee_damage_i_improved_mon","","","","Loc:""$42764"",""$11166275""","cba_rewards_onslaught.scar","1013"
"onslaught","mongol","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_mon","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1017"
"onslaught","mongol","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","1022"
"onslaught","mongol","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","1027"
"onslaught","mongol","550","upgradeBP","upgrade_improved_siege_engineers_mon","","","","Loc:""$42764"",""$11183515""","cba_rewards_onslaught.scar","1032"
"onslaught","mongol","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","1036"
"onslaught","mongol","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","1040"
"onslaught","mongol","750","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","1044"
"onslaught","mongol","850","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","1049"
"onslaught","mongol","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","1054"
"onslaught","mongol","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_mon","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1059"
"onslaught","mongol","1150","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","1064"
"onslaught","mongol","1250","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","1068"
"onslaught","mongol","1300","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","1072"
"onslaught","mongol","1575","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","1076"
"onslaught","mongol","1650","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","1080"
"onslaught","mongol","1750","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","1085"
"onslaught","mongol","1850","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","1089"
"onslaught","mongol","1950","upgradeBP","upgrade_spearman_elite_spear_tactics_improved_mon","","","","Loc:""$42764"",""$11168948""","cba_rewards_onslaught.scar","1094"
"onslaught","mongol","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","1099"
"onslaught","mongol","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","1104"
"onslaught","mongol","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","1108"
"onslaught","mongol","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","1113"
"onslaught","mongol","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","1118"
"onslaught","mongol","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_mon","47","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1122"
"onslaught","mongol","2650","upgradeBP","upgrade_cavalry_barding_improved_mon","","","","Loc:""$42764"",""$11157927""","cba_rewards_onslaught.scar","1127"
"onslaught","mongol","2800","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","1131"
"onslaught","mongol","3000","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","1135"
"onslaught","mongol","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","1139"
"onslaught","mongol","3200","upgradeBP","upgrade_cavalry_grapered_lance_improved_mon","","","","Loc:""$42764"",""$11168970""","cba_rewards_onslaught.scar","1143"
"onslaught","mongol","3300","upgradeBP","upgrade_manatarms_elite_army_tactics_improved_mon","","","","Loc:""$42764"",""$11168965""","cba_rewards_onslaught.scar","1147"
"onslaught","mongol","3400","upgradeBP","upgrade_tech_university_biology_improved_mon","","","","Loc:""$42764"",""$11152807""","cba_rewards_onslaught.scar","1151"
"onslaught","mongol","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_mon","58","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1155"
"onslaught","mongol","3750","upgradeBP","upgrade_tech_military_academy_improved_mon","","","","Loc:""$42764"",""$11157969""","cba_rewards_onslaught.scar","1160"
"onslaught","mongol","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_mon","70","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1164"
"onslaught","mongol","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","1169"
"onslaught","mongol","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","1173"
"onslaught","mongol","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","1177"
"onslaught","mongol","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","1181"
"onslaught","mongol","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","1185"
"onslaught","mongol","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","1189"
"onslaught","mongol","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","1193"
"onslaught","mongol_ha_gol","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_mon_ha_gol","40","","","","cba_rewards_onslaught.scar","3132"
"onslaught","mongol_ha_gol","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","3136"
"onslaught","mongol_ha_gol","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","3140"
"onslaught","mongol_ha_gol","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","3144"
"onslaught","mongol_ha_gol","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_mon_ha_gol","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3148"
"onslaught","mongol_ha_gol","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","3153"
"onslaught","mongol_ha_gol","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","3158"
"onslaught","mongol_ha_gol","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","3163"
"onslaught","mongol_ha_gol","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","3167"
"onslaught","mongol_ha_gol","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","3171"
"onslaught","mongol_ha_gol","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","3175"
"onslaught","mongol_ha_gol","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","3180"
"onslaught","mongol_ha_gol","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_mon_ha_gol","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3185"
"onslaught","mongol_ha_gol","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","3190"
"onslaught","mongol_ha_gol","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","3194"
"onslaught","mongol_ha_gol","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","3198"
"onslaught","mongol_ha_gol","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","3202"
"onslaught","mongol_ha_gol","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","3206"
"onslaught","mongol_ha_gol","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","3210"
"onslaught","mongol_ha_gol","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","3214"
"onslaught","mongol_ha_gol","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","3219"
"onslaught","mongol_ha_gol","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","3224"
"onslaught","mongol_ha_gol","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","3228"
"onslaught","mongol_ha_gol","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","3232"
"onslaught","mongol_ha_gol","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","3236"
"onslaught","mongol_ha_gol","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_stone_knight_4_mon_ha_gol","47","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3240"
"onslaught","mongol_ha_gol","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","3245"
"onslaught","mongol_ha_gol","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","3258"
"onslaught","mongol_ha_gol","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","3249"
"onslaught","mongol_ha_gol","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_stone_knight_4_mon_ha_gol","58","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3253"
"onslaught","mongol_ha_gol","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_stone_knight_4_mon_ha_gol","70","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3262"
"onslaught","mongol_ha_gol","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","3267"
"onslaught","mongol_ha_gol","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","3271"
"onslaught","mongol_ha_gol","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","3275"
"onslaught","mongol_ha_gol","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","3279"
"onslaught","mongol_ha_gol","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","3283"
"onslaught","mongol_ha_gol","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","3287"
"onslaught","mongol_ha_gol","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","3291"
"onslaught","ottoman","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_ott","40","","","","cba_rewards_onslaught.scar","1958"
"onslaught","ottoman","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","1962"
"onslaught","ottoman","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","1966"
"onslaught","ottoman","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","1970"
"onslaught","ottoman","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_ott","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1974"
"onslaught","ottoman","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","1979"
"onslaught","ottoman","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","1984"
"onslaught","ottoman","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","1989"
"onslaught","ottoman","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","1993"
"onslaught","ottoman","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","1997"
"onslaught","ottoman","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","2001"
"onslaught","ottoman","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","2006"
"onslaught","ottoman","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_ott","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2011"
"onslaught","ottoman","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","2016"
"onslaught","ottoman","1250","upgradeBP","upgrade_ranged_janissary_guns_ott","","","","Loc:""$42764"",""$11218008""","cba_rewards_onslaught.scar","2020"
"onslaught","ottoman","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","2024"
"onslaught","ottoman","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","2028"
"onslaught","ottoman","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","2033"
"onslaught","ottoman","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","2037"
"onslaught","ottoman","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","2041"
"onslaught","ottoman","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","2045"
"onslaught","ottoman","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","2050"
"onslaught","ottoman","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","2055"
"onslaught","ottoman","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","2059"
"onslaught","ottoman","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","2063"
"onslaught","ottoman","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","2067"
"onslaught","ottoman","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_ott","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2071"
"onslaught","ottoman","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","2076"
"onslaught","ottoman","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","2089"
"onslaught","ottoman","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","2080"
"onslaught","ottoman","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_ott","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2084"
"onslaught","ottoman","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_ott","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2093"
"onslaught","ottoman","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","2098"
"onslaught","ottoman","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","2102"
"onslaught","ottoman","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","2106"
"onslaught","ottoman","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","2110"
"onslaught","ottoman","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","2114"
"onslaught","ottoman","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","2118"
"onslaught","ottoman","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","2122"
"onslaught","rus","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_rus","40","","","","cba_rewards_onslaught.scar","1201"
"onslaught","rus","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","1205"
"onslaught","rus","175","upgradeBP","upgrade_springald_range_rus","","","","Loc:""$42764"",""$11191585""","cba_rewards_onslaught.scar","1210"
"onslaught","rus","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","1214"
"onslaught","rus","300","upgradeBP","upgrade_siege_improvements_rus","","","","Loc:""$42764"",""$11161698""","cba_rewards_onslaught.scar","1218"
"onslaught","rus","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","1222"
"onslaught","rus","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_rus","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1226"
"onslaught","rus","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","1231"
"onslaught","rus","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","1236"
"onslaught","rus","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","1241"
"onslaught","rus","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","1245"
"onslaught","rus","750","upgradeBP","upgrade_siege_crew_training_rus","","","","Loc:""$42764"",""$11191591""","cba_rewards_onslaught.scar","1249"
"onslaught","rus","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","1253"
"onslaught","rus","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","1257"
"onslaught","rus","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","1262"
"onslaught","rus","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_rus","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1267"
"onslaught","rus","1150","upgradeBP","upgrade_cavalry_hp_rus","","","","Loc:""$42764"",""$11161695""","cba_rewards_onslaught.scar","1272"
"onslaught","rus","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","1276"
"onslaught","rus","1250","upgradeBP","upgrade_cavalry_melee_damage_rus","","","","Loc:""$42764"",""$11249942""","cba_rewards_onslaught.scar","1280"
"onslaught","rus","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","1284"
"onslaught","rus","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","1288"
"onslaught","rus","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","1292"
